Instructor,Course,Term,Enrolled/Response Rate,Avg Grade Recieved,Avg Hours Worked,Student Learning,Course Structure,Class Environment
"Mattheus, Sam",MATH 103A - Modern Algebra I (C00),S123,26 (50.00%),2.30 (C+),8.85,4.17,4.08,4.55
"Lu, Yunze",MATH 103B - Modern Algebra II (A00),SP24,131 (19.85%),2.88 (B-),6.62,4.2,3.99,4.37
"Lahiri, Aranya",MATH 103B - Modern Algebra II (B00),SP24,134 (25.37%),3.78 (A-),7.61,4.55,4.63,4.68
"Pollack, Aaron",MATH 103B - Modern Algebra II (A00),WI24,109 (29.36%),3.27 (B),5.94,4.22,4.18,4.43
"Aliabadi Sr., Mohsen",MATH 103B - Modern Algebra II (B00),WI24,111 (57.66%),3.36 (B+),6.16,4.57,4.37,4.6
"Aycock, Jon Merrill",MATH 103B - Modern Algebra II (C00),WI24,75 (20.00%),2.84 (B-),6.47,4.22,4.12,4.51
"Popescu, Cristian D.",MATH 104A - Number Theory I (A00),FA23,23 (26.09%),2.79 (B-),10.0,4.92,4.46,4.42
"Popescu, Cristian D.",MATH 104B - Number Theory II (A00),WI24,11 (27.27%),3.69 (B+),11.0,4.67,3.83,4.58
"Popescu, Cristian D.",MATH 105 - Basic Number Theory (A00),FA23,29 (31.03%),3.11 (B),7.78,4.28,4.18,4.12
"Aycock, Jon Merrill",MATH 109 - Mathematical Reasoning (A00),SP24,56 (33.93%),3.32 (B+),6.37,4.39,4.2,4.55
"Klevdal, Christian Sleek",MATH 109 - Mathematical Reasoning (B00),SP24,49 (24.49%),2.59 (C+),4.5,4.19,4.0,4.31
"Treuer, John N",MATH 109 - Mathematical Reasoning (C00),SP24,48 (58.33%),2.59 (C+),6.68,4.45,4.35,4.45
"Treuer, John N",MATH 109 - Mathematical Reasoning (D00),SP24,49 (75.51%),2.79 (B-),6.0,4.43,4.27,4.46
"Sheng, Hongyi",MATH 109 - Mathematical Reasoning (E00),SP24,35 (22.86%),2.75 (B-),6.75,4.16,3.9,4.42
"Sanchez, Anthony",MATH 109 - Mathematical Reasoning (A00),WI24,49 (38.78%),2.32 (C+),7.0,4.36,4.26,4.61
"Sanchez, Anthony",MATH 109 - Mathematical Reasoning (B00),WI24,53 (41.51%),2.84 (B-),6.64,4.26,4.13,4.25
"Pillai, Mohandas K",MATH 109 - Mathematical Reasoning (C00),WI24,60 (36.67%),2.86 (B-),6.45,4.36,4.25,4.47
"Chow, Bennett",MATH 109 - Mathematical Reasoning (D00),WI24,69 (30.43%),3.54 (B+),6.05,4.75,4.71,4.73
"Xu, Zhouli",MATH 109 - Mathematical Reasoning (E00),WI24,50 (24.00%),3.56 (B+),5.83,4.5,4.36,4.43
"Lu, Yunze",MATH 109 - Mathematical Reasoning (A00),FA23,115 (31.30%),2.92 (B-),8.89,4.32,4.04,4.5
"Pillai, Mohandas K",MATH 109 - Mathematical Reasoning (D00),FA23,114 (42.98%),2.98 (B-),6.77,4.07,3.88,4.27
"Pardo Guerra, Sebastian",MATH 109 - Mathematical Reasoning (E00),FA23,120 (42.50%),3.19 (B),7.84,4.26,3.95,4.18
"Salehi Golsefidy, Alireza",MATH 109 - Mathematical Reasoning (A00),S223,45 (15.56%),2.35 (C+),8.57,4.46,4.25,4.36
"Chow, Bennett",MATH 109 - Mathematical Reasoning (A00),S123,84 (9.52%),3.41 (B+),8.75,4.03,3.81,4.19
"Chow, Bennett",MATH 109 - Mathematical Reasoning (B00),S123,78 (12.82%),3.43 (B+),7.5,4.39,4.25,4.55
"Pillai, Mohandas K",MATH 110 - Intro/Partial Diff Equations (A00),SP24,78 (26.92%),2.74 (B-),7.1,4.07,4.28,4.41
"Meyer, David A.",MATH 111A - Mathematical Modeling I (A00),WI24,30 (20.00%),3.84 (A-),6.33,4.88,4.83,5.0
"Komarova, Natalia",MATH 112A - Intro/Mathematical Biology I (A00),WI24,19 (31.58%),3.09 (B),5.33,4.38,4.25,4.5
"Komarova, Natalia",MATH 112B - Intro/Mathematical Biology II (A00),SP24,20 (30.00%),3.10 (B),8.67,4.29,4.0,4.33
"Xiao, Ming",MATH 120A - Elements of Complex Analysis (A00),WI24,73 (24.66%),3.16 (B),3.67,4.72,4.76,4.79
"Manners, Frederick",MATH 120A - Elements of Complex Analysis (A00),FA23,54 (27.78%),2.82 (B-),7.67,4.38,4.32,4.34
"Eggers, John Dietrich",MATH 120A - Elements of Complex Analysis (A00),S223,36 (11.11%),2.82 (B-),10.0,4.87,4.67,4.8
"Xiao, Ming",MATH 120B - Applied Complex Analysis (A00),SP24,43 (37.21%),3.34 (B+),5.13,4.77,4.88,4.86
"Stevens, Laura Jeanne",MATH 121A - Found of Teachg/Learng Math I (A00),WI24,26 (30.77%),3.13 (B),5.75,4.88,4.81,4.78
"Stevens, Laura Jeanne",MATH 121B - Found of Teachg/Learng Math II (A00),SP24,18 (16.67%),2.99 (B-),5.67,5.0,5.0,5.0
"Stevens, Laura Jeanne",MATH 121B - Found of Teachg/Learng Math II (A00),SP23,19 (42.11%),3.02 (B),6.88,4.94,4.75,4.77
"Pillai, Mohandas K",MATH 130 - Diff Eqs & Dynamical Systems (A00),FA23,86 (46.51%),3.15 (B),7.05,4.25,4.07,4.44
"Seward, Brandon M.",MATH 140A - Foundations of Real Analysis I (A00),WI24,58 (29.31%),2.85 (B-),12.59,4.63,4.58,4.67
"Mohammadi, Amir",MATH 140A - Foundations of Real Analysis I (A00),FA23,51 (50.98%),2.08 (C),9.81,4.65,4.34,4.69
"Sheng, Hongyi",MATH 140A - Foundations of Real Analysis I (B00),FA23,49 (36.73%),2.73 (B-),9.44,4.29,4.14,4.41
"Seward, Brandon M.",MATH 140B - Foundations/Real Analysis II (A00),SP24,50 (28.00%),2.89 (B-),11.23,4.8,4.64,4.82
"Spolaor, Luca",MATH 140B - Foundations/Real Analysis II (A00),WI24,41 (43.90%),2.89 (B-),10.11,4.63,4.61,4.58
"Lu, Yunze",MATH 140B - Foundations/Real Analysis II (B00),WI24,22 (27.27%),2.67 (C+),8.33,4.71,4.42,4.5
"Spolaor, Luca",MATH 140C - Foundations/Real Analysis III (A00),SP24,55 (27.27%),3.24 (B),7.8,4.8,4.79,4.86
"Eggers, John Dietrich",MATH 142A - Introduction to Analysis I (A00),WI24,73 (27.40%),2.57 (C+),8.25,4.29,4.11,4.51
"Sarkar, Pratyush",MATH 142A - Introduction to Analysis I (B00),WI24,34 (20.59%),2.38 (C+),6.71,3.61,3.35,4.21
"Sarkar, Pratyush",MATH 142A - Introduction to Analysis I (C00),WI24,33 (30.30%),2.67 (C+),9.1,3.6,3.31,3.95
"Bejenaru, Ioan",MATH 142A - Introduction to Analysis I (A00),FA23,65 (27.69%),2.23 (C),9.17,4.07,4.08,4.31
"Kunnawalkam Elayavalli, Sr",MATH 142A - Introduction to Analysis I (B00),FA23,59 (16.95%),2.18 (C),9.0,4.03,3.65,4.33
"Sanchez, Anthony",MATH 142A - Introduction to Analysis I (D00),FA23,65 (33.85%),2.17 (C),8.18,4.17,4.24,4.5
"Sheng, Hongyi",MATH 142A - Introduction to Analysis I (A00),S123,47 (8.51%),2.02 (C),10.0,3.38,3.25,4.0
"Sheng, Hongyi",MATH 142A - Introduction to Analysis I (B00),S123,28 (17.86%),1.97 (C-),9.0,3.7,3.5,4.0
"Eggers, John Dietrich",MATH 142B - Introduction to Analysis II (A00),SP24,68 (23.53%),2.32 (C+),7.0,4.41,4.33,4.52
"Sanchez, Anthony",MATH 142B - Introduction to Analysis II (B00),SP24,31 (35.48%),2.89 (B-),8.45,4.89,4.89,4.85
"Kunnawalkam Elayavalli, Sr",MATH 142B - Introduction to Analysis II (C00),SP24,27 (14.81%),2.68 (C+),5.67,2.75,2.81,2.93
"Eggers, John Dietrich",MATH 142B - Introduction to Analysis II (A00),WI24,31 (16.13%),2.33 (C+),7.8,3.85,3.9,4.4
"Parise, Davide",MATH 142B - Introduction to Analysis II (B00),WI24,34 (17.65%),3.19 (B),7.33,4.46,4.58,4.63
"Kunnawalkam Elayavalli, Sr",MATH 142B - Introduction to Analysis II (C00),WI24,43 (16.28%),2.83 (B-),8.57,4.75,4.64,4.5
"Ioana, Adrian",MATH 142B - Introduction to Analysis II (A00),S223,96 (9.38%),2.06 (C),9.44,3.97,3.83,3.97
"Cloninger, Alexander",MATH 144 - Intro to Fourier Analysis (A00),SP24,25 (32.00%),2.97 (B-),7.5,4.81,4.5,4.74
"Zlatos, Andrej",MATH 148 - Analysis of Partial Diff Eqs (A00),WI24,16 (31.25%),2.67 (C+),10.2,4.35,4.63,4.89
"Ni, Lei",MATH 150A - Differential Geometry (A00),WI24,39 (30.77%),3.52 (B+),5.0,4.79,4.72,4.8
"Parise, Davide",MATH 150B - Calculus on Manifolds (A00),SP24,15 (20.00%),3.81 (A-),5.67,4.67,4.08,4.42
"Grier, Daniel T",MATH 152 - Applicable Math and Computing (A00),SP24,33 (36.36%),2.66 (C+),7.73,4.29,4.35,4.46
"Harel, Guershon",MATH 153 - Geometry for Secondary Teacher (A00),FA23,28 (28.57%),2.89 (B-),8.13,3.78,3.53,3.72
"Wesley, William J",MATH 154 - Discrete Math & Graph Theory (A00),SP24,144 (51.39%),3.03 (B),6.95,4.49,4.44,4.47
"Aliabadi Sr., Mohsen",MATH 154 - Discrete Math & Graph Theory (B00),SP24,154 (43.51%),3.16 (B),5.72,4.42,4.29,4.48
"Verstraete, Jacques Allan",MATH 154 - Discrete Math & Graph Theory (A00),WI24,175 (31.43%),3.62 (B+),7.38,4.61,4.61,4.63
"Warnke, Lutz Peter",MATH 154 - Discrete Math & Graph Theory (A00),FA23,181 (36.46%),3.08 (B),9.02,4.37,4.31,4.47
"Verstraete, Jacques Allan",MATH 158 - Extremal Combinatorics/Graph (A00),WI24,34 (35.29%),2.80 (B-),9.17,4.56,4.52,4.57
"Bowers, Adam R.",MATH 163 - History of Mathematics (A00),SP24,35 (20.00%),2.56 (C+),3.0,4.39,4.39,4.54
"Nag, Panchali",MATH 170A - Intro Numerical Analys/Linear (A00),SP24,122 (80.33%),3.21 (B),6.76,3.96,4.02,4.34
"Nag, Panchali",MATH 170A - Intro Numerical Analys/Linear (A00),WI24,82 (89.02%),3.27 (B),7.34,4.12,4.09,4.42
"Huang, Lei",MATH 170A - Intro Numerical Analys/Linear (B00),WI24,64 (34.38%),2.73 (B-),7.09,4.41,4.29,4.67
"Dumitriu, Ioana",MATH 170A - Intro Numerical Analys/Linear (A00),FA23,138 (29.71%),2.97 (B-),7.8,4.43,4.36,4.51
"Huang, Lei",MATH 170A - Intro Numerical Analys/Linear (B00),FA23,121 (22.31%),2.74 (B-),7.96,3.94,3.67,4.01
"Nie, Jiawang",MATH 170A - Intro Numerical Analys/Linear (A00),S223,140 (7.14%),3.30 (B),8.0,4.45,4.5,4.68
"Huang, Lei",MATH 170B - Intro/Numerical Analy/Approxim (A00),SP24,103 (21.36%),2.97 (B-),6.82,4.36,4.42,4.53
"Nag, Panchali",MATH 170B - Intro/Numerical Analy/Approxim (A00),WI24,125 (87.20%),3.28 (B),8.22,3.58,3.53,4.07
"Leok, Melvin",MATH 170C - Intro Numerical Analy/Ord Diff (A00),SP24,37 (29.73%),2.86 (B-),8.36,4.27,4.3,4.5
"Nie, Jiawang",MATH 171A - Intro Num Optimiz/Linear Prog (A00),WI24,169 (43.79%),3.30 (B+),6.36,4.33,4.22,4.47
"Nie, Jiawang",MATH 171B - Intro Num Optimiz/Nonlinear (A00),SP24,62 (85.48%),3.57 (B+),6.79,4.11,4.0,4.37
"Cloninger, Alexander",MATH 173A - Optimization/Data Science I (A00),FA23,172 (40.12%),3.03 (B),8.26,4.43,4.41,4.61
"Saab, Rayan",MATH 173B - Optimization/Data Science II (A00),WI24,54 (37.04%),3.31 (B+),8.0,4.71,4.68,4.76
"Nag, Panchali",MATH 174 - Numericl Methods/Physcl Modlng (A00),FA23,34 (73.53%),3.87 (A-),6.4,4.22,4.18,4.35
"Tian, Xiaochuan",MATH 175 - Numerical Methods for PDE (A00),WI24,5 (80.00%),3.52 (B+),7.0,4.88,4.75,4.69
"Gartland, Christopher John",MATH 180A - Introduction to Probability (A00),SP24,229 (21.40%),2.56 (C+),6.51,3.98,3.98,4.2
"Gartland, Christopher John",MATH 180A - Introduction to Probability (A00),WI24,147 (22.45%),2.51 (C+),6.91,4.26,4.21,4.46
"Frisch, Joshua R",MATH 180A - Introduction to Probability (B00),WI24,93 (31.18%),2.65 (C+),7.64,2.97,2.68,4.0
"Carfagnini, Marco",MATH 180A - Introduction to Probability (A00),FA23,182 (25.82%),2.77 (B-),7.89,4.26,4.19,4.3
"Carfagnini, Marco",MATH 180A - Introduction to Probability (B00),FA23,190 (25.79%),2.66 (C+),8.47,4.31,4.12,4.43
"Gartland, Christopher John",MATH 180A - Introduction to Probability (C00),FA23,133 (31.58%),2.52 (C+),8.05,4.11,3.89,4.46
"Carfagnini, Marco",MATH 180A - Introduction to Probability (A00),SP23,225 (21.33%),2.77 (B-),7.4,4.2,4.14,4.5
"Gartland, Christopher John",MATH 180B - Intro/Stochastic Processes I (A00),SP24,121 (25.62%),2.64 (C+),6.68,4.63,4.39,4.61
"Carfagnini, Marco",MATH 180B - Intro/Stochastic Processes I (A00),WI24,108 (20.37%),2.63 (C+),8.05,4.25,4.11,4.48
"Zheng, Tianyi",MATH 180B - Intro/Stochastic Processes I (B00),WI24,51 (29.41%),2.67 (C+),8.29,4.47,4.35,4.69
"Carfagnini, Marco",MATH 180C - Intro/Stochastic Processes II (A00),SP24,62 (29.03%),3.71 (A-),9.67,4.49,4.5,4.61
"Zheng, Tianyi",MATH 180C - Intro/Stochastic Processes II (A00),FA23,56 (33.93%),3.36 (B+),7.63,4.15,4.05,4.22
"Zhang, Danna",MATH 181A - Intro/Math Statistics I (A00),SP24,141 (20.57%),3.32 (B+),7.3,4.49,4.35,4.58
"Quarfoot, David James",MATH 181A - Intro/Math Statistics I (A00),WI24,73 (23.29%),2.51 (C+),9.13,4.6,4.43,4.5
"Quarfoot, David James",MATH 181A - Intro/Math Statistics I (B00),WI24,91 (34.07%),2.83 (B-),9.06,4.64,4.46,4.52
"Rava, Denise",MATH 181B - Intro/Math Statistics II (A00),SP24,69 (28.99%),2.91 (B-),7.42,4.04,3.99,4.16
"Rava, Denise",MATH 181B - Intro/Math Statistics II (A00),FA23,72 (30.56%),3.09 (B),7.5,4.33,4.34,4.25
"Dumitriu, Ioana",MATH 182 - Hidden Data in Random Matrices (A00),WI24,35 (28.57%),3.17 (B),6.0,4.33,4.14,4.46
"Quarfoot, David James",MATH 183 - Statistical Methods (A00),SP24,198 (27.78%),2.71 (B-),7.8,4.48,4.38,4.6
"Vishwanath, Siddharth",MATH 183 - Statistical Methods (A00),WI24,186 (32.26%),3.38 (B+),6.52,3.63,3.37,3.4
"Vishwanath, Siddharth",MATH 183 - Statistical Methods (A00),FA23,290 (38.28%),3.38 (B+),8.33,3.55,3.11,3.74
"Arias-Castro, Ery",MATH 183 - Statistical Methods (A00),S123,48 (18.75%),2.70 (B-),9.38,3.53,3.48,4.0
"Verstraete, Jacques Allan",MATH 184 - Enumerative Combinatorics (A00),SP24,130 (24.62%),3.16 (B),7.97,4.66,4.59,4.53
"Tesler, Glenn",MATH 184 - Enumerative Combinatorics (A00),WI24,87 (9.20%),2.56 (C+),6.5,4.63,4.53,4.59
"Sam, Steven V",MATH 184 - Enumerative Combinatorics (A00),FA23,102 (36.27%),2.37 (C+),8.24,4.39,4.32,4.44
"Sam, Steven V",MATH 184 - Enumerative Combinatorics (A00),SP23,106 (36.79%),2.37 (C+),8.82,4.5,4.4,4.65
"Arias-Castro, Ery",MATH 185 - Intro to Computational Stats (A00),SP24,97 (17.53%),3.46 (B+),7.47,4.4,4.17,4.41
"Tesler, Glenn",MATH 186 - Probablty Stats/Bioinformatics (A00),WI24,108 (21.30%),3.11 (B),6.39,4.18,4.27,4.45
"Agrawal, Shishir",MATH 187A - Introduction to Cryptography (A00),SP24,237 (19.41%),3.33 (B+),5.09,4.48,4.4,4.46
"Bucur, Alina Ioana",MATH 187A - Introduction to Cryptography (A00),WI24,199 (93.47%),3.72 (A-),4.53,4.31,4.24,4.42
"Lahiri, Aranya",MATH 187A - Introduction to Cryptography (A00),FA23,195 (36.41%),3.66 (B+),5.92,4.57,4.58,4.63
"Bucur, Alina Ioana",MATH 187B - Math of Modern Cryptography (A00),SP24,66 (87.88%),3.81 (A-),5.43,3.98,3.96,4.24
"Kunnawalkam Elayavalli, Sr",MATH 188 - Algebraic Combinatorics (A00),SP24,19 (36.84%),3.13 (B),8.43,4.68,4.18,4.46
"Vishwanath, Siddharth",MATH 189 - Data Analysis and Inference (A00),SP24,214 (25.23%),3.86 (A-),5.85,3.4,3.49,4.06
"Vishwanath, Siddharth",MATH 189 - Data Analysis and Inference (A00),WI24,224 (28.57%),3.94 (A-),5.29,3.31,3.12,3.84
"Manners, Frederick",MATH 190A - Foundations of Topology I (A00),FA23,26 (42.31%),3.23 (B),8.64,4.93,4.82,4.63
"Rotar, Vladimir",MATH 193A - Actuarial Mathematics I (A00),S123,132 (50.00%),3.42 (B+),7.8,4.09,4.11,4.22
"Rotar, Vladimir",MATH 193B - Actuarial Mathematics II (A00),S223,70 (34.29%),3.56 (B+),7.5,4.33,4.19,4.27
"Fitzsimmons, Patrick J",MATH 194 - The Mathematics of Finance (A00),WI24,137 (16.06%),3.51 (B+),6.27,4.19,4.25,4.4
"Anderson, Mark Ronald",MAE 2 - Intro to Aerospace Engineering (A00),FA23,151 (38.41%),3.40 (B+),5.44,4.53,4.41,4.57
"Qi, Huihui",MAE 3 - Intro to Mechanical Design (A00),SP24,33 (93.94%),3.45 (B+),13.93,4.47,4.34,4.6
"Delson, Nathan Joseph",MAE 3 - Intro to Mechanical Design (B00),SP24,57 (24.56%),3.51 (B+),13.36,4.43,4.31,4.44
"Morimoto, Tania",MAE 3 - Intro to Mechanical Design (A00),FA23,62 (75.81%),3.01 (B),9.57,4.52,4.41,4.64
"Pham, Hieu Tan",MAE 8 - MATLAB Program for Engr Analys (A00),SP24,125 (16.00%),3.09 (B),6.4,4.3,4.28,4.47
"Arefiev, Alexey",MAE 8 - MATLAB Program for Engr Analys (A00),WI24,115 (84.35%),3.11 (B),5.39,4.15,3.98,4.41
"Lubarda, Marko",MAE 8 - MATLAB Program for Engr Analys (A00),FA23,160 (44.38%),3.54 (B+),5.92,4.25,4.21,4.36
"Pham, Hieu Tan",MAE 8 - MATLAB Program for Engr Analys (A00),S123,54 (16.67%),3.32 (B+),8.33,4.31,4.25,4.57
"Arefiev, Alexey",MAE 8 - MATLAB Program for Engr Analys (A00),SP23,94 (62.77%),3.12 (B),6.78,4.09,3.94,4.37
"Sadeghizadeh, Zahra",MAE 11 - Thermodynamics (A00),WI24,117 (69.23%),2.79 (B-),6.58,4.42,4.33,4.52
"Nomura, Keiko K.",MAE 11 - Thermodynamics (A00),FA23,107 (71.96%),2.68 (C+),9.08,4.19,3.86,3.67
"Saha, Abhishek",MAE 11 - Thermodynamics (B00),FA23,115 (82.61%),3.04 (B),8.47,4.22,4.12,4.42
"Bahadori, Mohammad Yousef",MAE 11 - Thermodynamics (A00),S123,39 (61.54%),2.56 (C+),8.33,4.3,4.13,3.91
"Evdokimenko, Ekaterina",MAE 20 - Elements of Materials Science (A00),WI24,57 (36.84%),2.93 (B-),5.2,4.6,4.65,4.66
"Bandaru, Prabhakar",MAE 20 - Elements of Materials Science (A00),FA23,90 (34.44%),3.30 (B+),7.5,4.07,3.73,4.29
"Evdokimenko, Ekaterina",MAE 20 - Elements of Materials Science (A00),S123,23 (34.78%),2.93 (B-),7.5,4.47,4.66,4.69
"Cai, Shengqiang",MAE 21 - Aerospace Materials Science (A00),FA23,99 (31.31%),3.27 (B),5.67,4.39,4.24,4.46
"Lubarda, Marko",MAE 30A - Statics & Intro to Dynamics (A00),WI24,60 (43.33%),3.16 (B),5.69,4.26,4.12,4.47
"Qi, Huihui",MAE 30A - Statics & Intro to Dynamics (B00),WI24,87 (82.76%),2.76 (B-),6.39,4.68,4.66,4.72
"Lal, Ratnesh",MAE 30A - Statics & Intro to Dynamics (A00),FA23,63 (49.21%),3.87 (A-),6.33,4.48,4.51,4.74
"Wang, Chongan",MAE 30A - Statics & Intro to Dynamics (A00),S123,16 (56.25%),3.19 (B),7.78,4.22,4.08,4.44
"Lubarda, Marko",MAE 30B - Dynamics and Vibrations (A00),SP24,69 (24.64%),3.09 (B),6.88,4.01,4.12,4.39
"Ghazinejad, Maziar",MAE 30B - Dynamics and Vibrations (B00),SP24,130 (86.15%),2.94 (B-),6.35,4.57,4.47,4.61
"Delson, Nathan Joseph",MAE 30B - Dynamics and Vibrations (A00),WI24,52 (15.38%),1.67 (D+),5.5,3.88,3.45,4.16
"Bahadori, Mohammad Yousef",MAE 30B - Dynamics and Vibrations (A00),S223,26 (50.00%),2.71 (B-),8.85,3.56,3.06,3.44
"Cortes, Jorge",MAE 40 - Linear Circuits (A00),WI24,95 (37.89%),2.81 (B-),7.57,4.54,4.47,4.46
"Cortes, Jorge",MAE 40 - Linear Circuits (A00),FA23,141 (48.23%),2.81 (B-),9.04,4.07,3.95,4.36
"Delson, Nathan Joseph",MAE 40 - Linear Circuits (B00),FA23,66 (42.42%),2.72 (B-),9.44,3.23,2.96,4.0
"Bewley, Thomas R",MAE 40 - Linear Circuits (A00),S223,42 (23.81%),2.78 (B-),8.0,3.28,2.85,3.66
"Ghazinejad, Maziar",MAE 93 - Design Compet/Design Race Car (A00),FA23,17 (58.82%),(N/A),2.0,4.67,4.44,4.5
"Becker, Janet Maria",MAE 101A - Introductory Fluid Mechanics (A00),WI24,106 (35.85%),3.25 (B),7.16,4.05,3.99,4.48
"Sadeghizadeh, Zahra",MAE 101A - Introductory Fluid Mechanics (B00),WI24,163 (85.89%),3.12 (B),6.5,4.14,4.1,4.4
"Sarkar, Sutanu",MAE 101A - Introductory Fluid Mechanics (A00),FA23,111 (76.58%),3.34 (B+),7.24,4.31,4.15,4.31
"Bahadori, Mohammad Yousef",MAE 101A - Introductory Fluid Mechanics (A00),S123,22 (59.09%),2.79 (B-),8.08,4.5,4.31,4.08
"Nomura, Keiko K.",MAE 101B - Advanced Fluid Mechanics (B00),SP24,140 (79.29%),2.91 (B-),8.04,4.15,3.86,3.5
"Saintillan, David",MAE 101B - Advanced Fluid Mechanics (C00),SP24,110 (39.09%),3.05 (B),6.46,4.39,4.28,4.41
"Nomura, Keiko K.",MAE 101B - Advanced Fluid Mechanics (A00),WI24,114 (63.16%),2.81 (B-),8.24,4.28,4.09,3.74
"Bahadori, Mohammad Yousef",MAE 101B - Advanced Fluid Mechanics (A00),S223,32 (37.50%),2.58 (C+),9.17,4.32,4.33,4.31
"Sadeghizadeh, Zahra",MAE 101C - Heat Transfer (A00),SP24,78 (74.36%),3.03 (B),6.59,4.53,4.43,4.62
"Poulikakos, Lisa Voula",MAE 101C - Heat Transfer (A00),FA23,184 (72.28%),3.21 (B),6.05,4.06,4.22,4.58
"Alali, Omar",MAE 101C - Heat Transfer (A00),S123,15 (100.00%),3.19 (B),7.67,4.71,4.64,4.69
"Chen, Renkun",MAE 101D - Intermediate Heat Transfer (A00),SP24,12 (33.33%),3.33 (B+),7.5,5.0,4.94,5.0
"Bahadori, Mohammad Yousef",MAE 104 - Aerodynamics (A00),FA23,120 (55.00%),3.07 (B),7.65,4.36,4.23,4.32
"Ramanarayanan, Sankaran",MAE 104 - Aerodynamics (A00),S123,13 (38.46%),3.88 (A-),5.0,4.9,4.85,4.9
"Becker, Janet Maria",MAE 105 - Intro to Mathematical Physics (A00),SP24,73 (39.73%),3.05 (B),7.66,4.06,4.07,4.52
"Schmidt, Oliver",MAE 105 - Intro to Mathematical Physics (A00),FA23,68 (47.06%),3.04 (B),6.72,4.57,4.37,4.61
"Bandaru, Prabhakar",MAE 105 - Intro to Mathematical Physics (B00),FA23,142 (43.66%),3.22 (B),8.87,4.13,4.01,4.41
"Bandaru, Prabhakar",MAE 105 - Intro to Mathematical Physics (A00),S223,50 (20.00%),3.32 (B+),8.0,4.55,4.54,4.6
"Lindsey, Stephanie",MAE 107 - Computational Methods/Engineer (A00),SP24,45 (68.89%),2.37 (C+),5.74,3.3,3.07,4.01
"Davidson, Michael R",MAE 107 - Computational Methods/Engineer (B00),SP24,52 (75.00%),2.49 (C+),6.74,3.31,3.34,4.26
"Rangamani, Padmini",MAE 107 - Computational Methods/Engineer (A00),FA23,68 (72.06%),2.43 (C+),9.49,3.45,3.07,3.8
"McEneaney, William Michael",MAE 107 - Computational Methods/Engineer (B00),FA23,75 (40.00%),2.92 (B-),8.33,4.26,4.08,4.27
"Tolley, Michael Thomas",MAE 107 - Computational Methods/Engineer (C00),FA23,82 (41.46%),2.99 (B-),7.94,4.42,4.34,4.46
"Pham, Hieu Tan",MAE 107 - Computational Methods/Engineer (A00),S223,136 (16.91%),3.26 (B),8.04,4.3,4.38,4.53
"Pham, Hieu Tan",MAE 108 - Prob & Stats/Method/Mech Eng (A00),FA23,64 (46.88%),3.15 (B),8.45,4.41,4.4,4.47
"Chen, Renkun",MAE 110 - Thermodynamic Systems (A00),WI24,40 (40.00%),3.40 (B+),7.13,4.63,4.48,4.73
"Sanchez, Antonio Luis",MAE 113 - Fundamentals of Propulsion (A00),FA23,100 (62.00%),2.92 (B-),8.06,4.66,4.56,4.65
"Marinoni, Alessandro",MAE 118 - Intro to Energy & Environment (A00),WI24,43 (44.19%),3.03 (B),4.16,4.21,4.24,4.47
"Hidalgo-Gonzalez, Patricia",MAE 119 - Intro Renew Energ/Solar & Wind (A00),SP24,130 (66.15%),3.07 (B),6.58,3.99,3.79,4.35
"Arefiev, Alexey",MAE 120 - Introduction to Nuclear Energy (A00),SP24,69 (71.01%),3.05 (B),5.71,4.3,4.25,4.51
"Arefiev, Alexey",MAE 120 - Introduction to Nuclear Energy (A00),SP23,75 (37.33%),2.83 (B-),6.61,3.82,3.58,4.52
"Pawlak, Geno Ronald",MAE 122 - Flow & Transport/Environment (A00),FA23,41 (58.54%),3.54 (B+),6.88,4.03,4.04,4.45
"Kleissl, Jan",MAE 125 - Building Energy Efficiency (A00),SP24,61 (29.51%),3.49 (B+),5.35,4.47,4.35,4.56
"Frazier, Michael",MAE 130 - Advanced Vibrations (A00),WI24,18 (83.33%),2.83 (B-),6.47,4.18,3.47,4.22
"Qi, Huihui",MAE 131A - Solid Mechanics I (A00),SP24,129 (92.25%),2.81 (B-),7.55,4.33,4.23,4.59
"Luan, Haiwen",MAE 131A - Solid Mechanics I (B00),SP24,43 (67.44%),3.22 (B),5.76,4.59,4.59,4.66
"Lubarda, Marko",MAE 131A - Solid Mechanics I (A00),FA23,56 (48.21%),2.97 (B-),7.41,4.42,4.36,4.48
"Scholtes Acevedo, Claire",MAE 131B - Solid Mechanics II (A00),WI24,63 (84.13%),3.10 (B),6.02,3.99,4.06,4.25
"Frazier, Michael",MAE 131B - Solid Mechanics II (B00),WI24,33 (63.64%),2.54 (C+),5.95,4.29,4.23,4.43
"Anderson, Mark Ronald",MAE 142 - Dynmcs&Control/Aerospace Vehic (A00),WI24,123 (27.64%),3.54 (B+),5.13,4.29,4.28,4.47
"Kramer, Boris",MAE 143A - Signals and Systems (A00),WI24,177 (44.63%),2.82 (B-),8.09,4.24,4.08,4.3
"Bewley, Thomas R",MAE 143A - Signals and Systems (B00),WI24,82 (31.71%),2.81 (B-),10.04,3.25,3.01,3.95
"Herbert, Sylvia Lee",MAE 143A - Signals and Systems (A00),FA23,96 (55.21%),2.92 (B-),8.56,4.26,4.19,4.49
"Bewley, Thomas R",MAE 143A - Signals and Systems (A00),S123,19 (26.32%),2.65 (C+),9.0,3.7,3.15,4.1
